YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.5,35.5,,,34.6,36.4,48923,,,,,"$25,000 - $34,999",,,OWS,OWS1,Q037,VALUE,59,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,29.9,29.9,,,24.7,35.6,452,,,,,,Hispanic,"(42.27687047, -72.082690675)",FV,FV1,Q018,VALUE,25,Race/Ethnicity,Hispanic,RACE,RACEHIS
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,8.8,8.8,,,6.6,11.6,922,,,,,Data not reported,,"(18.220833, -66.590149)",PA,PA1,Q046,VALUE,72,Income,Data not reported,INC,INCNR
2017,2017,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(31.312660644, -92.445680071)",PA,PA1,Q047,VALUE,22,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(37.645970271, -84.774971048)",FV,FV1,Q018,VALUE,21,Race/Ethnicity,Asian,RACE,RACEASN
2011,2011,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22.1,22.1,,,21.4,22.8,45883,,25 - 34,,,,,,PA,PA1,Q047,VALUE,59,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.1,28.1,,,27.5,28.6,109526,,55 - 64,,,,,,PA,PA1,Q047,VALUE,59,Age (years),55 - 64,AGEYR,AGEYR5564
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25,25,,,16.8,35.5,195,,18 - 24,,,,,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Age (years),18 - 24,AGEYR,AGEYR1824
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,21.1,21.1,,,15.2,28.4,266,,55 - 64,,,,,"(13.444304, 144.793731)",PA,PA1,Q046,VALUE,66,Age (years),55 - 64,AGEYR,AGEYR5564
2015,2015,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.8,35.8,,,30.5,41.5,742,,35 - 44,,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Age (years),35 - 44,AGEYR,AGEYR3544
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(18.220833, -66.590149)",PA,PA1,Q045,VALUE,72,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2020,2020,WY,Wyoming,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24,24,,,20.5,27.8,927,,55 - 64,,,,,"(43.23554134300048, -108.10983035299967)",PA,PA1,Q047,VALUE,56,Age (years),55 - 64,AGEYR,AGEYR5564
2014,2014,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,42.8,42.8,,,34.5,51.5,199,,,,,"$75,000 or greater",,"(18.220833, -66.590149)",OWS,OWS1,Q037,VALUE,72,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(38.665510202, -80.712640135)",OWS,OWS1,Q036,VALUE,54,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2016,2016,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.6,26.6,,,25,28.2,5888,Total,,,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Total,Total,OVR,OVERALL
2016,2016,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.4,35.4,,,32.8,38,2168,,,High school graduate,,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q037,VALUE,51,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,CO,Colorado,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.9,25.9,,,23.2,28.8,1692,,,,,"$15,000 - $24,999",,"(38.843840757, -106.133610921)",PA,PA1,Q047,VALUE,8,Income,"$15,000 - $24,999",INC,INC1525
2016,2016,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.3,33.3,,,30.9,35.6,2710,,,,Male,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q036,VALUE,40,Gender,Male,GEN,MALE
2016,2016,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.9,41.9,,,37.6,46.3,964,,,,,"$15,000 - $24,999",,"(32.745510099, -89.538030825)",OWS,OWS1,Q036,VALUE,28,Income,"$15,000 - $24,999",INC,INC1525
2016,2016,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,30.5,30.5,,,25.1,36.4,326,,,,,,Hispanic,"(44.567449424, -120.155031326)",PA,PA1,Q047,VALUE,41,Race/Ethnicity,Hispanic,RACE,RACEHIS
2016,2016,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.1,33.1,,,29.5,36.9,771,,,Less than high school,,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q037,VALUE,54,Education,Less than high school,EDU,EDUHS
2016,2016,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.8,23.8,,,19.8,28.4,733,,,,,Data not reported,,"(44.393191174, -89.816370742)",PA,PA1,Q047,VALUE,55,Income,Data not reported,INC,INCNR
2016,2016,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.5,30.5,,,29.4,31.7,9541,,,,,,Non-Hispanic White,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,VALUE,20,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2016,2016,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.6,26.6,,,25.2,28.1,18545,,,,Female,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Gender,Female,GEN,FEMALE
2016,2016,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.4,38.4,,,34.4,42.5,1009,,55 - 64,,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q037,VALUE,16,Age (years),55 - 64,AGEYR,AGEYR5564
2016,2016,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,30.5,30.5,,,26.7,34.5,760,,,Less than high school,,,,"(47.522278629, -120.47001079)",PA,PA1,Q047,VALUE,53,Education,Less than high school,EDU,EDUHS
2016,2016,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Race/Ethnicity,Asian,RACE,RACEASN
2016,2016,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.6,36.6,,,29.9,43.8,474,,,,,"$25,000 - $34,999",,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Income,"$25,000 - $34,999",INC,INC2535
2016,2016,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.2,29.2,,,25.9,32.7,1814,,,High school graduate,,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,27.7,27.7,,,25.8,29.8,2683,,,,Female,,,"(44.567449424, -120.155031326)",OWS,OWS1,Q037,VALUE,41,Gender,Female,GEN,FEMALE
2016,2016,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.1,23.1,,,21.7,24.5,10921,Total,,,,,,"(34.86597028, -111.763811277)",PA,PA1,Q047,VALUE,4,Total,Total,OVR,OVERALL
2016,2016,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,13.1,13.1,,,6.6,24.1,70,,,,,,2 or more races,"(41.708280193, -71.522470314)",PA,PA1,Q047,VALUE,44,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2016,2016,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,10.6,10.6,,,9,12.3,2878,,,,,"$75,000 or greater",,"(42.27687047, -72.082690675)",PA,PA1,Q047,VALUE,25,Income,"$75,000 or greater",INC,INC75PLUS
2016,2016,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.6,24.6,,,18.7,31.6,321,,55 - 64,,,,,"(18.335765, -64.896335)",PA,PA1,Q047,VALUE,78,Age (years),55 - 64,AGEYR,AGEYR5564
2014,2014,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.2,33.2,,,32.4,34,62892,,,,,"$15,000 - $24,999",,,OWS,OWS1,Q037,VALUE,59,Income,"$15,000 - $24,999",INC,INC1525
2019,2019,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.6,30.6,,,30.2,31,176623,,,,Male,,,,OWS,OWS1,Q036,VALUE,59,Gender,Male,GEN,MALE
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.6,36.6,,,32.8,40.6,2446,,,,,,Other,,OWS,OWS1,Q037,VALUE,59,Race/Ethnicity,Other,RACE,RACEOTH
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.5,32.5,,,30.7,34.5,8324,,,,,,Asian,,OWS,OWS1,Q037,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2017,2017,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20,20,,,18.2,21.9,8430,,,,,,Asian,,PA,PA1,Q047,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.9,31.9,,,28,36.1,719,,35 - 44,,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q037,VALUE,1,Age (years),35 - 44,AGEYR,AGEYR3544
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,15,15,,,11.9,18.8,612,,25 - 34,,,,,"(18.220833, -66.590149)",PA,PA1,Q044,VALUE,72,Age (years),25 - 34,AGEYR,AGEYR2534
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.2,23.2,,,19.9,26.8,1662,,,,,,Other,,PA,PA1,Q047,VALUE,59,Race/Ethnicity,Other,RACE,RACEOTH
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,65.8,65.8,,,63.9,67.6,3955,,,,,"$75,000 or greater",,"(47.522278629, -120.47001079)",PA,PA1,Q043,VALUE,53,Income,"$75,000 or greater",INC,INC75PLUS
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.5,39.5,,,38.9,40,152140,,65 or older,,,,,,OWS,OWS1,Q037,VALUE,59,Age (years),65 or older,AGEYR,AGEYR65PLUS
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.4,30.4,,,30.1,30.7,390656,Total,,,,,,,PA,PA1,Q046,VALUE,59,Total,Total,OVR,OVERALL
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.3,35.3,,,34.8,35.8,133402,,,High school graduate,,,,,OWS,OWS1,Q037,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.2,27.2,,,25,29.5,2658,,,,Male,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q036,VALUE,30,Gender,Male,GEN,MALE
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,42.7,42.7,,,31.9,54.2,113,,,Less than high school,,,,"(13.444304, 144.793731)",PA,PA1,Q043,VALUE,66,Education,Less than high school,EDU,EDUHS
2014,2014,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.2,35.2,,,34.2,36.2,39123,,,,,"Less than $15,000",,,OWS,OWS1,Q036,VALUE,59,Income,"Less than $15,000",INC,INCLESS15
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.9,29.9,,,29,30.8,47545,,,,,"$35,000 - $49,999",,,PA,PA1,Q046,VALUE,59,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,,,22.4,31,626,,25 - 34,,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Age (years),25 - 34,AGEYR,AGEYR2534
2019,2019,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.9,25.9,,,22.5,29.5,864,,65 or older,,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q036,VALUE,11,Age (years),65 or older,AGEYR,AGEYR65PLUS
2014,2014,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(42.827001032, -75.543970427)",OWS,OWS1,Q036,VALUE,36,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.7,29.7,,,27.6,31.9,8459,,,,,,2 or more races,,OWS,OWS1,Q036,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
